trip_id,booking_id,customer_id,customer_name,gender,age,city,route_id,route_name,origin_stop,destination_stop,bus_number,bus_type,driver_id,driver_name,trip_date,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,distance_km,fare_inr,discount_inr,payment_mode,booking_channel,seat_number,trip_status,cancellation_reason,rating,occupancy_pct,weather,is_peak_hour,subscription_type,device_type,gps_enabled,complaint_raised
Trp002715,Bk26404369,Cust00099,Anika Patel,Female,18.0,Pune,Rtpu019,Kothrud - Magarpatta,Kothrud,Magarpatta,Mh24Cf3646,Ac Seater,Drv0031,Diya Chopra,17-Mar-2024,2026-07-30 06:25:00,06:25,2026-07-30 06:45:00,06:45,10.7,133,11.0,Credit Card,Website,A5,Completed,Nan,2.0,15.9,Haze,No,Monthly Pass,Ios,1,0
Trp000538,Bk78212439,Cust01152,Aadhya Sharma,F,33.0,Chennai,Rtch041,Adyar - Guindy,Adyar,Guindy,Tn06Cf7868,Non-Ac Seater,Drv0005,Swati Patel,2024-11-08,2026-07-30 11:55:00,11:55,2026-07-30 12:50:00,Nan,18.2,181,0.0,Upi,Corporate Portal,B12,No-Show,Customer Request,4.0,86.9,Cloudy,No,Weekly Pass,Ios,Y,0
Trp002961,Bk75888788,Cust01232,Ayaan Kumar,Female,19.0,Delhi Ncr,Rtde055,Vasant Kunj - Connaught Place,Vasant Kunj,Connaught Place,Dl29Cf8007,Ac Seater,Drv0039,Ananya Pillai,2024-03-25,2026-07-30 13:40:00,13:50,2026-07-30 13:58:00,14:08,8.4,89,0.0,Debit Card,Kiosk,A15,Completed,Nan,5.0,57.2,Rain,False,Corporate Plan,Android,1,No
Trp001260,Bk31793298,Cust01137,Diya Singh,Other,51.0,Pune,Rtpu013,Hadapsar - Kothrud,Hadapsar,Kothrud,Mh14Cf8933,Non-Ac Seater,Drv0045,Sunita Gupta,2024-12-13,2026-07-30 18:30:00,18:30,2026-07-30 18:56:00,18:56,9.1,89,10.0,Cash,Kiosk,D1,Completed,Nan,3.0,21.0,Fog,True,Monthly Pass,Web,Yes,No
Trp002863,Bk82291806,Cust00965,Arjun Iyer,Female,30.0,Pune,Rtpu012,Aundh - Magarpatta,Aundh,Magarpatta,Mh06Cf5569,Premium Ac,Drv0054,Vihaan Rao,2024-06-25,2026-07-30 10:50:00,10:50,2026-07-30 11:45:00,Nan,27.6,409,68.0,Upi,Mobile App,C12,No-Show,Payment Failed,4.0,26.0,Heavy Rain,False,Weekly Pass,Ios,Y,No
Trp001207,Bk69629685,Cust00640,Nikhil Reddy,F,29.0,Hyderabad,Rthy034,Gachibowli - Hitec City,Gachibowli,Hitec City,Ts27Cf9818,Ac Sleeper,Drv0013,Vikram Iyer,2024-07-16,2026-07-30 22:15:00,22:15,2026-07-30 23:07:00,23:07,20.6,237,37.0,Credit Card,Corporate Portal,B12,Completed,Nan,3.0,71.0,Rain,No,Single Ride,Ios,Yes,0
Trp000081,Bk88479996,Cust01215,Divya Joshi,Female,30.0,Pune,Rtpu018,Kharadi - Magarpatta,Kharadi,Magarpatta,Mh04Cf5262,Premium Ac,Drv0013,Vikram Iyer,2024-04-02,2026-07-30 20:20:00,20:22,2026-07-30 21:53:00,21:55,40.7,639,0.0,Upi,Corporate Portal,C2,Completed,Nan,5.0,16.7,Clear,Yes,Weekly Pass,Web,True,No
Trp002276,Bk24253777,Cust00755,Nikhil Verma,Male,35.0,Bangalore,Rtba030,Indiranagar - Yelahanka,Indiranagar,Yelahanka,Ka42Cf9346,Premium Ac,Drv0054,Vihaan Rao,28/09/2024,2026-07-30 19:50:00,19:50,2026-07-30 20:12:00,20:12,10.1,189,0.0,Upi,Corporate Portal,C6,Completed,Nan,4.0,32.8,Fog,False,Single Ride,Android,0,0
Trp000716,Bk15172413,Cust00916,Aman Kumar,Female,19.0,Bangalore,Rtba029,Yelahanka - Hsr Layout,Yelahanka,Hsr Layout,Ka42Cf9346,Premium Ac,Drv0039,Ananya Pillai,19/08/2024,2026-07-30 21:20:00,21:20,2026-07-30 22:30:00,22:30,27.2,439,0.0,Net Banking,Corporate Portal,D15,Completed,Nan,5.0,27.6,Cloudy,False,Single Ride,Ios,Y,0
Trp001910,Bk11906264,Cust00621,Vivaan Mehta,Female,28.0,Chennai,Rtch049,Velachery - Tambaram,Velachery,Tambaram,Tn31Cf9238,Ac Sleeper,Drv0053,Anita Mehta,2024-12-23,2026-07-30 14:55:00,Nan,2026-07-30 16:14:00,Nan,37.6,0,31.0,Nan,Mobile App,C2,Cancelled,Payment Failed,4.0,58.5,Haze,False,Corporate Plan,Android,Yes,0
Trp001654,Bk75905583,Cust00397,Riya Joshi,O,18.0,Bangalore,Rtba029,Yelahanka - Hsr Layout,Yelahanka,Hsr Layout,Ka02Cf9098,Non-Ac Seater,Drv0004,Siddharth Reddy,2024-05-25,2026-07-30 12:05:00,12:05,2026-07-30 13:12:00,13:12,27.2,Inr 306,0.0,Debit Card,Corporate Portal,D4,Completed,Nan,4.0,52.5,Clear,False,Single Ride,Ios,False,No
Trp001302,Bk16283885,Cust00239,Isha Shah,Male,31.0,Mumbai,Rtmu009,Thane West - Vashi,Thane West,Vashi,Mh16Cf2290,Ac Seater,Drv0082,Anita Bansal,2024-02-17,2026-07-30 21:55:00,21:55,2026-07-30 23:04:00,23:04,34.8,333,0.0,Net Banking,Kiosk,B8,Completed,Nan,5.0,17.6,Haze,False,Weekly Pass,Android,True,No
Trp001907,Bk92120352,Cust00759,Swati Pillai,Other,30.0,Pune,Rtpu011,Shivajinagar - Hinjewadi Phase 1,Shivajinagar,Hinjewadi Phase 1,Mh19Cf4566,Ac Seater,Drv0041,Rohan Shah,2024-09-19,2026-07-30 10:45:00,10:45,2026-07-30 12:05:00,12:05,39.5,468,0.0,Debit Card,Kiosk,B6,Completed,Nan,1.0,23.4,Cloudy,0,Monthly Pass,Ios,Y,0
Trp002474,Bk89480274,Cust00983,Karan Kapoor,M,21.0,Delhi Ncr,Rtde056,Gurgaon Cyber City - Noida Sector 62,Gurgaon Cyber City,Noida Sector 62,Dl19Cf3085,Ac Sleeper,Drv0046,Deepak Chopra,2024-09-30,2026-07-30 18:25:00,18:25,2026-07-30 18:45:00,18:45,8.3,135,0.0,Net Banking,Mobile App,C8,Completed,Nan,5.0,85.5,Rain,0,Monthly Pass,Android,No,0
Trp002517,Bk90095642,Cust00466,Aadhya Sharma,Male,39.0,Chennai,Rtch047,Sholinganallur - Tambaram,Sholinganallur,Tambaram,Tn48Cf9883,Ac Seater,Drv0084,Myra Patel,2024-08-06,2026-07-30 18:50:00,18:52,2026-07-30 19:47:00,19:49,24.1,219,0.0,Wallet,Website,B5,Completed,Nan,5.0,28.8,Clear,1,Weekly Pass,Ios,True,0
Trp000972,Bk41451524,Cust00933,Ramesh Naidu,Female,37.0,Pune,Rtpu017,Kharadi - Baner,Kharadi,Baner,Mh06Cf5569,Premium Ac,Drv0028,Tanvi Bansal,2024-06-27,2026-07-30 22:55:00,Nan,2026-07-30 00:05:00,Nan,27.7,0,0.0,Nan,Kiosk,A2,Cancelled,Bus Breakdown,4.0,58.5,Rain,No,Corporate Plan,Ios,Yes,0
Trp002883,Bk77726722,Cust00478,Shalini Gupta,F,25.0,Delhi Ncr,Rtde054,Faridabad - Noida Sector 62,Faridabad,Noida Sector 62,Dl36Cf3546,Non-Ac Seater,Drv0050,Isha Singh,22/04/2024,2026-07-30 08:50:00,08:50,2026-07-30 09:46:00,09:46,18.7,150,12.0,Net Banking,Corporate Portal,C3,Completed,Nan,5.0,24.8,Rain,No,Single Ride,Android,True,No
Trp003177,Bk34909265,Cust01286,Karan Kapoor,F,32.0,Delhi Ncr,Rtde055,Vasant Kunj - Connaught Place,Vasant Kunj,Connaught Place,Dl28Cf3223,Premium Ac,Drv0030,Sai Bansal,2024-06-10,2026-07-30 10:00:00,09:58,2026-07-30 10:25:00,10:23,8.4,137,0.0,Debit Card,Mobile App,A5,Completed,Nan,3.0,43.8,Heavy Rain,No,Weekly Pass,Android,True,No
Trp002633,Bk69458020,Cust00426,Sanjay Naidu,F,20.0,Hyderabad,Rthy035,Lb Nagar - Hitec City,Lb Nagar,Hitec City,Ts17Cf2341,Premium Ac,Drv0060,Sunita Menon,2024-08-21,2026-07-30 17:10:00,17:11,2026-07-30 17:55:00,17:56,14.0,241,0.0,Net Banking,Corporate Portal,C6,Completed,Nan,2.0,21.1,Fog,1,Corporate Plan,Ios,True,0
Trp001059,Bk74021834,Cust00916,Aman Kumar,F,19.0,Pune,Rtpu014,Shivajinagar - Aundh,Shivajinagar,Aundh,Mh04Cf5262,Premium Ac,Drv0067,Sanjay Desai,2024-09-17,2026-07-30 17:45:00,17:45,2026-07-30 18:14:00,18:14,9.3,149,0.0,Upi,Corporate Portal,C9,Completed,Nan,4.0,43.9,Cloudy,0,Corporate Plan,Ios,1,No
Trp003021,Bk57034011,Cust00654,Sanjay Patel,Female,33.0,Chennai,Rtch049,Velachery - Tambaram,Velachery,Tambaram,Tn07Cf1828,Ac Seater,Drv0042,Kiara Iyer,2024-12-06,2026-07-30 09:50:00,09:50,2026-07-30 11:11:00,11:11,37.6,340,0.0,Debit Card,Mobile App,C12,Completed,Nan,4.0,85.8,Clear,Yes,Weekly Pass,Web,N,No
Trp002875,Bk58963334,Cust00573,Sneha Iyer,F,32.0,Chennai,Rtch046,Omr - T Nagar,Omr,T Nagar,Tn16Cf5562,Premium Ac,Drv0048,Divya Rao,31/01/2024,2026-07-30 10:40:00,10:37,2026-07-30 11:49:00,11:46,32.0,467,0.0,Debit Card,Mobile App,C6,Completed,Nan,4.0,53.8,Rain,1,Single Ride,Android,Y,No
Trp000780,Bk76364384,Cust00345,Meera Shah,Female,4.0,Chennai,Rtch041,Adyar - Guindy,Adyar,Guindy,Tn43Cf6491,Ac Seater,Drv0054,Vihaan Rao,30/10/2024,2026-07-30 19:10:00,19:18,2026-07-30 19:55:00,20:03,18.2,242,0.0,Upi,Website,D3,Completed,Nan,4.0,63.0,Clear,Yes,Single Ride,Ios,True,1
Trp001546,Bk27529272,Cust00823,Anika Kulkarni,Female,25.0,Hyderabad,Rthy034,Gachibowli - Hitec City,Gachibowli,Hitec City,Ts16Cf2235,Premium Ac,Drv0077,Isha Malhotra,13/03/2024,2026-07-30 20:40:00,20:49,2026-07-30 21:23:00,21:32,20.6,364,0.0,Net Banking,Corporate Portal,C11,Completed,Nan,5.0,34.6,Haze,No,Monthly Pass,Web,True,0
Trp001145,Bk92302170,Cust00460,Meera Verma,Male,28.0,Pune,Rtpu014,Shivajinagar - Aundh,Shivajinagar,Aundh,Mh23Cf2127,Ac Sleeper,Drv0005,Swati Patel,2024-01-31,2026-07-30 21:45:00,21:45,2026-07-30 22:12:00,22:12,9.3,104,28.0,Wallet,Mobile App,A7,Completed,Nan,5.0,24.8,Rain,No,Weekly Pass,Android,1,1
Trp001463,Bk32575058,Cust01102,Myra Desai,Female,26.0,Chennai,Rtch045,Adyar - Tambaram,Adyar,Tambaram,Tn49Cf4937,Premium Ac,Drv0068,Sanjay Joshi,2024-10-12,2026-07-30 11:15:00,11:15,2026-07-30 12:03:00,Nan,20.9,388,0.0,Net Banking,Website,B2,No-Show,Customer Request,4.0,62.1,Clear,No,Corporate Plan,Ios,1,No
Trp000356,Bk36212551,Cust00452,Vivaan Agarwal,Other,30.0,Bangalore,Rtba025,Hebbal - Marathahalli,Hebbal,Marathahalli,Ka38Cf3426,Premium Ac,Drv0032,Ashok Shah,2024-10-12,2026-07-30 20:10:00,20:10,2026-07-30 20:37:00,20:37,9.2,123,0.0,Upi,Kiosk,D9,Completed,Nan,5.0,72.7,Heavy Rain,False,Monthly Pass,Android,Yes,No
Trp002389,Bk52513783,Cust00811,Meera Joshi,Female,24.0,Hyderabad,Rthy038,Hitec City - Kondapur,Hitec City,Kondapur,Ts09Cf9751,Ac Seater,Drv0025,Nan,24-Jul-2024,2026-07-30 07:00:00,06:58,2026-07-30 07:26:00,07:24,14.1,159,0.0,Net Banking,Mobile App,B7,Completed,Nan,3.0,87.6,Haze,True,Monthly Pass,Ios,True,0
Trp000803,Bk24930846,Cust00980,Krishna Pillai,Female,36.0,Pune,Rtpu019,Kothrud - Magarpatta,Kothrud,Magarpatta,Mh44Cf6085,Ac Sleeper,Drv0043,Geeta Singh,24-Nov-2024,2026-07-30 15:10:00,15:19,2026-07-30 15:32:00,15:41,10.7,126,0.0,Net Banking,Corporate Portal,B5,Completed,Nan,3.0,68.2,Fog,False,Weekly Pass,Ios,True,0
Trp001743,Bk82962928,Cust01400,Aadhya Kulkarni,Male,25.0,Hyderabad,Rthy034,Gachibowli - Hitec City,Gachibowli,Hitec City,Ts23Cf6000,Ac Sleeper,Drv0019,Rohan Kulkarni,17-Apr-2024,2026-07-30 11:10:00,11:10,2026-07-30 12:07:00,12:07,20.6,301,0.0,Wallet,Corporate Portal,D9,Completed,Nan,3.0,54.5,Heavy Rain,0,Single Ride,Android,True,No
Trp000033,Bk10553745,Cust00084,Diya Rao,F,18.0,Bangalore,Rtba028,Hebbal - Whitefield,Hebbal,Whitefield,Ka26Cf3144,Non-Ac Seater,Drv0064,Nikhil Naidu,14/08/2024,2026-07-30 20:35:00,20:35,2026-07-30 21:53:00,21:53,32.7,423,0.0,Cash,Mobile App,D6,Completed,Nan,5.0,86.0,Heavy Rain,Yes,Monthly Pass,Android,True,0
Trp002269,Bk49167181,Cust00205,Aman Rao,Female,22.0,Bangalore,Rtba023,Whitefield - Yelahanka,Whitefield,Yelahanka,Ka18Cf2137,Non-Ac Seater,Drv0067,Sanjay Desai,2024-04-06,2026-07-30 21:00:00,21:47,2026-07-30 22:42:00,23:29,35.1,463,51.0,Debit Card,Mobile App,D12,Delayed-Completed,Nan,3.0,96.5,Clear,False,Monthly Pass,Android,True,1
Trp001371,Bk85100644,Cust00378,Rajesh Kulkarni,Male,31.0,Delhi Ncr,Rtde052,Rohini - Faridabad,Rohini,Faridabad,Dl38Cf9595,Non-Ac Seater,Drv0075,Sneha Malhotra,25/03/2024,2026-07-30 08:55:00,09:42,2026-07-30 10:04:00,10:51,31.0,356,24.0,Cash,Corporate Portal,C12,Delayed-Completed,Nan,3.0,75.7,Fog,False,Weekly Pass,Android,1,No
Trp002284,Bk83436512,Cust01230,Nikhil Malhotra,F,39.0,Pune,Rtpu019,Kothrud - Magarpatta,Kothrud,Magarpatta,Mh48Cf6442,Premium Ac,Drv0054,Vihaan Rao,24/11/2024,2026-07-30 06:45:00,06:45,2026-07-30 07:14:00,07:14,10.7,164,16.0,Cash,Corporate Portal,B15,Completed,Nan,5.0,63.6,Fog,0,Monthly Pass,Android,No,No
Trp001953,Bk96599464,Cust00215,Tanvi Kumar,Male,51.0,Pune,Rtpu018,Kharadi - Magarpatta,Kharadi,Magarpatta,Mh49Cf8613,Premium Ac,Drv0065,Vikram Bansal,2024-07-28,2026-07-30 20:20:00,20:32,2026-07-30 22:15:00,22:27,40.7,532,0.0,Cash,Kiosk,D1,Completed,Nan,5.0,63.0,Heavy Rain,No,Monthly Pass,Ios,1,No
Trp002155,Bk92495928,Cust01327,Rahul Sharma,M,21.0,Mumbai,Rtmu006,Malad West - Lower Parel,Malad West,Lower Parel,Mh31Cf4644,Ac Sleeper,Drv0084,Myra Patel,21/10/2024,2026-07-30 16:05:00,16:07,2026-07-30 17:44:00,17:46,29.8,339,0.0,Wallet,Website,A10,Completed,Nan,1.0,72.2,Fog,0,Single Ride,Ios,True,0
Trp000017,Bk84981433,Cust00281,Shalini Naidu,Female,35.0,Delhi Ncr,Rtde053,Indirapuram - Rohini,Indirapuram,Rohini,Dl36Cf5905,Ac Seater,Drv0002,Vivaan Naidu,2024-09-22,2026-07-30 15:25:00,Nan,2026-07-30 16:51:00,Nan,41.8,0,99.0,Nan,Kiosk,B14,Cancelled,Traffic/Weather,4.0,58.5,Fog,False,Monthly Pass,Android,Yes,No
Trp000405,Bk90337084,Cust00281,Shalini Naidu,F,35.0,Chennai,Rtch048,Guindy - Adyar,Guindy,Adyar,Tn34Cf6632,Premium Ac,Drv0015,Kalpana Bansal,2024-10-06,2026-07-30 08:35:00,08:35,2026-07-30 09:00:00,09:00,12.9,184,0.0,Debit Card,Kiosk,D13,Completed,Nan,4.0,57.3,Fog,0,Weekly Pass,Android,True,0
Trp002093,Bk64899800,Cust00125,Saanvi Pillai,Female,39.0,Bangalore,Rtba027,Yelahanka - Bannerghatta Road,Yelahanka,Bannerghatta Road,Ka15Cf2124,Ac Seater,Drv0077,Isha Malhotra,26-Feb-2024,2026-07-30 20:55:00,20:54,2026-07-30 22:38:00,22:37,33.5,450,123.0,Cash,Kiosk,C5,Completed,Nan,4.0,22.4,Fog,True,Monthly Pass,Ios,False,0
Trp000019,Bk24404851,Cust01084,Neha Singh,Male,30.0,Mumbai,Rtmu007,Thane West - Borivali,Thane West,Borivali,Mh45Cf5941,Ac Seater,Drv0002,Vivaan Naidu,2024-04-21,2026-07-30 12:20:00,12:30,2026-07-30 13:24:00,13:34,22.1,271,0.0,Wallet,Mobile App,B8,Delayed-Completed,Nan,4.0,33.2,Cloudy,False,Monthly Pass,Web,Yes,No
Trp001797,Bk89731465,Cust00825,Vihaan Malhotra,F,29.0,Bangalore,Rtba021,Bannerghatta Road - Marathahalli,Bannerghatta Road,Marathahalli,Ka18Cf2137,Non-Ac Seater,Drv0058,Manoj Kulkarni,2024-05-23,2026-07-30 11:55:00,11:58,2026-07-30 12:55:00,12:58,22.3,Inr 199,0.0,Upi,Corporate Portal,D1,Completed,Nan,5.0,91.3,Rain,No,Corporate Plan,Android,1,No
Trp001676,Bk34505599,Cust00587,Arjun Rao,Other,26.0,Chennai,Rtch049,Velachery - Tambaram,Velachery,Tambaram,Tn43Cf6491,Ac Seater,Drv0034,Shalini Gupta,2024-09-21,2026-07-30 21:00:00,21:15,2026-07-30 22:14:00,22:29,37.6,366,95.0,Wallet,Corporate Portal,B15,Delayed-Completed,Nan,3.0,56.1,Haze,No,Corporate Plan,Android,True,No
Trp001783,Bk92208774,Cust00520,Myra Pillai,Male,37.0,Mumbai,Rtmu001,Ghatkopar - Vashi,Ghatkopar,Vashi,Mh17Cf3925,Non-Ac Seater,Drv0019,Rohan Kulkarni,27-May-2024,2026-07-30 07:05:00,Nan,2026-07-30 08:16:00,Nan,32.5,0,103.0,Nan,Website,A6,Cancelled,Driver Unavailable,4.0,58.5,Rain,Yes,Weekly Pass,Android,Y,No
Trp000312,Bk41572277,Cust01070,Reyansh Patel,Male,35.0,Mumbai,Rtmu002,Andheri East - Thane West,Andheri East,Thane West,Mh05Cf1964,Ac Sleeper,Drv0089,Rajesh Nair,2024-07-16,2026-07-30 07:00:00,07:53,2026-07-30 07:58:00,08:51,24.5,299,0.0,Wallet,Kiosk,D13,Delayed-Completed,Nan,4.0,16.0,Heavy Rain,True,Weekly Pass,Android,True,0
Trp000154,Bk23449648,Cust01059,Tanvi Bhat,Female,30.0,Pune,Rtpu017,Kharadi - Baner,Kharadi,Baner,Mh43Cf8787,Ac Sleeper,Drv0015,Kalpana Bansal,2024-12-03,2026-07-30 21:10:00,21:10,2026-07-30 22:17:00,22:17,27.7,352,59.0,Net Banking,Corporate Portal,D8,Completed,Nan,3.0,42.4,Rain,0,Monthly Pass,Web,True,No
Trp002248,Bk40771869,Cust00756,Ananya Shah,Female,25.0,Delhi Ncr,Rtde051,Vasant Kunj - Saket,Vasant Kunj,Saket,Dl44Cf7624,Ac Sleeper,Drv0068,Nan,2024-03-05,2026-07-30 14:05:00,14:13,2026-07-30 15:11:00,15:19,25.7,365,0.0,Cash,Kiosk,B4,Completed,Nan,4.0,68.9,Fog,No,Single Ride,Web,True,0
Trp003106,Bk76711148,Cust01343,Anika Pillai,Male,44.0,Pune,Rtpu012,Aundh - Magarpatta,Aundh,Magarpatta,Mh48Cf6442,Premium Ac,Drv0018,Ananya Sharma,17-Oct-2024,2026-07-30 13:55:00,Nan,2026-07-30 15:13:00,Nan,27.6,0,92.0,Nan,Website,C7,Cancelled,Customer Request,4.0,58.5,Clear,No,Weekly Pass,Web,1,No
Trp002500,Bk19885540,Cust00207,Ramesh Naidu,Male,32.0,Bangalore,Rtba024,Hebbal - Electronic City,Hebbal,Electronic City,Ka07Cf1420,Non-Ac Seater,Drv0076,Arjun Joshi,2024-11-09,2026-07-30 10:45:00,Nan,2026-07-30 11:40:00,Nan,17.8,0,0.0,Nan,Mobile App,C14,Cancelled,Payment Failed,4.0,58.5,Rain,False,Corporate Plan,Web,True,0
Trp001519,Bk97975186,Cust01303,Sai Malhotra,Female,21.0,Delhi Ncr,Rtde060,Greater Noida - Connaught Place,Greater Noida,Connaught Place,Dl24Cf2129,Non-Ac Seater,Drv0032,Ashok Shah,14/06/2024,2026-07-30 15:55:00,15:55,2026-07-30 17:02:00,Nan,31.3,414,89.0,Upi,Mobile App,C2,No-Show,Payment Failed,4.0,79.1,Clear,0,Weekly Pass,Android,1,No
Trp000807,Bk57508354,Cust01326,Pooja Desai,F,33.0,Pune,Rtpu011,Shivajinagar - Hinjewadi Phase 1,Shivajinagar,Hinjewadi Phase 1,Mh43Cf8787,Ac Sleeper,Drv0008,Sanjay Desai,04/02/2024,2026-07-30 15:05:00,15:02,2026-07-30 16:53:00,16:50,39.5,604,0.0,Debit Card,Corporate Portal,D4,Completed,Nan,5.0,86.6,Fog,False,Weekly Pass,Web,1,0
Trp003008,Bk64186667,Cust01396,Neha Reddy,O,32.0,Hyderabad,Rthy035,Lb Nagar - Hitec City,Lb Nagar,Hitec City,Ts45Cf4986,Non-Ac Seater,Drv0029,Ayaan Joshi,15/03/2024,2026-07-30 10:25:00,10:25,2026-07-30 10:53:00,10:53,14.0,190,0.0,Net Banking,Website,C12,Completed,Nan,4.0,86.0,Haze,Yes,Corporate Plan,Android,True,0
Trp003127,Bk57777169,Cust00205,Aman Rao,Female,22.0,Bangalore,Rtba021,Bannerghatta Road - Marathahalli,Bannerghatta Road,Marathahalli,Ka12Cf5952,Ac Seater,Drv0085,Diya Desai,2024-03-08,2026-07-30 17:45:00,17:45,2026-07-30 18:57:00,Nan,22.3,Inr 247,0.0,Debit Card,Corporate Portal,D7,No-Show,Customer Request,4.0,23.8,Fog,True,Corporate Plan,Ios,Yes,0
Trp000813,Bk65458165,Cust01387,Anita Malhotra,Male,21.0,Mumbai,Rtmu004,Thane West - Bkc,Thane West,Bkc,Mh06Cf5820,Ac Sleeper,Drv0024,Isha Patel,2024-01-09,2026-07-30 12:05:00,12:49,2026-07-30 14:03:00,14:47,41.7,492,0.0,Debit Card,Kiosk,C6,Delayed-Completed,Nan,5.0,92.2,Heavy Rain,No,Weekly Pass,Ios,True,0
Trp002479,Bk56790891,Cust01308,Sai Verma,Male,31.0,Hyderabad,Rthy040,Uppal - Gachibowli,Uppal,Gachibowli,Ts17Cf2341,Premium Ac,Drv0072,Vihaan Patel,10/08/2024,2026-07-30 19:20:00,19:18,2026-07-30 19:46:00,19:44,9.1,123,0.0,Wallet,Website,D13,Completed,Nan,5.0,19.7,Haze,No,Corporate Plan,Ios,1,No
Trp000111,Bk47726289,Cust00671,Rahul Nair,Male,27.0,Mumbai,Rtmu008,Thane West - Mulund,Thane West,Mulund,Mh25Cf5345,Premium Ac,Drv0004,Siddharth Reddy,11/03/2024,2026-07-30 18:20:00,18:26,2026-07-30 19:24:00,19:30,23.5,450,0.0,Wallet,Corporate Portal,C14,Completed,Nan,3.0,83.8,Cloudy,True,Single Ride,Web,Y,0
Trp001543,Bk65239160,Cust00170,Aadhya Nair,Male,36.0,Mumbai,Rtmu005,Lower Parel - Mulund,Lower Parel,Mulund,Mh16Cf4266,Ac Seater,Drv0036,Siddharth Kumar,"July 15, 2024",2026-07-30 09:05:00,09:58,2026-07-30 09:28:00,10:21,10.9,95,0.0,Cash,Corporate Portal,D6,Delayed-Completed,Nan,4.0,95.0,Rain,1,Corporate Plan,Web,True,No
Trp003154,Bk29969776,Cust01276,Isha Naidu,Female,31.0,Bangalore,Rtba022,Hsr Layout - Bannerghatta Road,Hsr Layout,Bannerghatta Road,Ka26Cf3144,Non-Ac Seater,Drv0037,Sai Rao,13/09/2024,2026-07-30 22:25:00,22:30,2026-07-30 00:38:00,00:43,40.7,387,0.0,Cash,Kiosk,C15,Completed,Nan,4.0,24.0,Fog,No,Single Ride,Ios,1,Yes
Trp001716,Bk50492955,Cust00501,Ramesh Nair,Male,20.0,Hyderabad,Rthy037,Kukatpally - Uppal,Kukatpally,Uppal,Ts02Cf7371,Non-Ac Seater,Drv0063,Priya Reddy,"October 02, 2024",2026-07-30 19:30:00,19:30,2026-07-30 20:08:00,20:08,16.0,151,0.0,Debit Card,Website,A9,Completed,Nan,5.0,99.2,Haze,No,Weekly Pass,Ios,Yes,0
Trp001236,Bk25258896,Cust00094,Ayaan Pillai,F,22.0,Mumbai,Rtmu007,Thane West - Borivali,Thane West,Borivali,Mh05Cf3442,Ac Seater,Drv0050,Isha Singh,2024-03-08,2026-07-30 18:25:00,Nan,2026-07-30 19:14:00,Nan,22.1,0,0.0,Nan,Corporate Portal,A7,Cancelled,Payment Failed,4.0,58.5,Heavy Rain,True,Weekly Pass,Ios,True,0
Trp002265,Bk42171548,Cust00428,Aarav Iyer,Female,35.0,Hyderabad,Rthy035,Lb Nagar - Hitec City,Lb Nagar,Hitec City,Ts15Cf5471,Premium Ac,Drv0084,Myra Patel,2024-12-16,2026-07-30 19:20:00,19:20,2026-07-30 19:57:00,19:57,14.0,200,53.0,Wallet,Website,B6,Completed,Nan,4.0,27.9,Rain,1,Monthly Pass,Android,Y,No
Trp001277,Bk53978063,Cust00391,Saanvi Naidu,F,18.0,Mumbai,Rtmu003,Andheri East - Powai,Andheri East,Powai,Mh23Cf4441,Ac Sleeper,Drv0005,Swati Patel,2024-06-08,2026-07-30 18:05:00,18:05,2026-07-30 18:50:00,18:50,22.8,243,0.0,Debit Card,Mobile App,C11,Completed,Nan,5.0,91.4,Fog,0,Weekly Pass,Android,True,0
Trp002163,Bk32192430,Cust00454,Suresh Reddy,Female,18.0,Delhi Ncr,Rtde057,Rohini - Indirapuram,Rohini,Indirapuram,Dl10Cf4505,Ac Seater,Drv0033,Manoj Iyer,28/12/2024,2026-07-30 19:30:00,19:36,2026-07-30 20:02:00,20:08,10.3,105,0.0,Upi,Mobile App,A2,Completed,Nan,2.0,68.6,Heavy Rain,No,Monthly Pass,Android,True,No
Trp001431,Bk74979962,Cust01064,Neha Bhat,Male,29.0,Mumbai,Rtmu010,Ghatkopar - Lower Parel,Ghatkopar,Lower Parel,Mh45Cf5941,Ac Seater,Drv0070,Krishna Agarwal,29-Aug-2024,2026-07-30 22:35:00,22:35,2026-07-30 23:30:00,23:30,28.6,315,0.0,Wallet,Kiosk,B6,Completed,Nan,5.0,58.1,Rain,False,Single Ride,Android,0,No
Trp000170,Bk97710027,Cust00211,Pooja Shah,Female,34.0,Bangalore,Rtba021,Bannerghatta Road - Marathahalli,Bannerghatta Road,Marathahalli,Ka02Cf9098,Non-Ac Seater,Drv0061,Neha Chopra,2024-12-16,2026-07-30 18:25:00,Nan,2026-07-30 19:31:00,Nan,22.3,0,84.0,Nan,Website,C6,Cancelled,Bus Breakdown,4.0,58.5,Haze,1,Monthly Pass,Ios,True,0
Trp001992,Bk82003695,Cust00659,Ishaan Gupta,F,33.0,Delhi Ncr,Rtde060,Greater Noida - Connaught Place,Greater Noida,Connaught Place,Dl36Cf5905,Ac Seater,Drv0071,Kavya Gupta,15/10/2024,2026-07-30 08:30:00,08:30,2026-07-30 09:28:00,09:28,31.3,401,0.0,Cash,Website,A12,Completed,Nan,3.0,16.4,Cloudy,False,Weekly Pass,Ios,1,0
